Airline,Source,Dest,Stops,Info,Price,Day,Month,Distance(km),Duration
Multiple carriers,DEL,COK,1,0,10197,9,5,2201.6,660
IndiGo,CCU,BLR,0,0,4804,12,5,1547.27,155
IndiGo,DEL,COK,1,0,13628,3,3,2201.6,350
Vistara,DEL,COK,0,0,6216,27,5,2048.6,190
Air India,DEL,COK,1,0,7480,21,5,2427.24,1535
Air India,CCU,BLR,1,0,11936,12,6,3022.67,375
SpiceJet,MAA,CCU,0,0,3859,18,3,1387.26,135
Jet Airways,CCU,BLR,1,1,8586,12,5,2500.36,845
Vistara,BLR,DEL,0,0,21730,1,3,1709.71,175
IndiGo,DEL,COK,1,0,6628,1,6,2201.6,500
Air India,CCU,BLR,2,0,10151,1,5,2578.2,1195
Jet Airways,CCU,BLR,1,0,11467,21,5,3022.67,1285
IndiGo,DEL,COK,1,0,7010,15,6,2077.09,295
Jet Airways,BLR,DEL,0,0,7229,3,4,1709.71,180
IndiGo,BLR,DEL,0,0,8033,9,3,1709.71,180
Jet Airways,BLR,DEL,0,0,7229,18,5,1709.71,175
IndiGo,CCU,BLR,1,0,6911,9,6,2300.57,315
Jet Airways,DEL,COK,2,0,14300,27,6,2895.09,1380
Air India,CCU,BLR,2,0,13033,9,6,3728.94,1100
IndiGo,BLR,DEL,0,0,3943,24,5,1709.71,170
SpiceJet,BLR,DEL,0,0,6205,9,3,1709.71,175
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,570
Jet Airways,BOM,HYD,0,0,5678,18,5,623.54,85
Multiple carriers,DEL,COK,1,0,16108,1,6,2201.6,465
Jet Airways,BLR,DEL,1,0,17261,6,3,1971.87,775
SpiceJet,BLR,DEL,0,0,3311,12,5,1709.71,160
IndiGo,CCU,BLR,0,0,4174,12,4,1547.27,155
IndiGo,BLR,DEL,0,0,4823,9,6,1709.71,170
Air India,BLR,DEL,1,0,8425,9,3,2415.98,920
Jet Airways,BLR,DEL,0,0,7229,15,5,1709.71,175
GoAir,DEL,COK,1,0,5281,9,6,2201.6,540
Jet Airways,DEL,COK,1,0,17549,9,3,2201.6,1225
Multiple carriers,DEL,COK,1,0,13797,3,6,2201.6,780
IndiGo,BLR,DEL,0,0,4823,12,4,1709.71,170
Air India,DEL,COK,1,0,7258,3,6,2077.09,955
Multiple carriers,DEL,COK,1,0,18192,3,3,2201.6,765
Air India,CCU,BLR,2,0,13899,1,5,3290.72,1165
Jet Airways,CCU,BLR,1,1,10844,9,5,2500.36,400
Jet Airways,CCU,BLR,1,0,14151,12,5,3022.67,1450
Multiple carriers,DEL,COK,1,0,15147,6,3,2201.6,620
GoAir,BLR,DEL,0,0,3898,15,6,1709.71,175
IndiGo,DEL,COK,1,0,6818,15,5,2084.71,665
Jet Airways,CCU,BLR,1,0,14781,15,5,2500.36,1170
Air Asia,CCU,BLR,2,0,5192,21,5,3045.77,500
Jet Airways,DEL,COK,2,0,14441,27,6,2308.95,425
Jet Airways,CCU,BLR,1,0,14151,24,5,3022.67,1480
IndiGo,CCU,BLR,1,0,4226,18,5,1547.97,220
Air India,DEL,COK,2,0,13381,27,5,4043.05,1380
Multiple carriers,DEL,COK,1,0,10678,15,6,2201.6,845
Jet Airways,DEL,COK,1,0,12242,27,3,2201.6,440
Jet Airways,BOM,HYD,0,1,4995,21,6,623.54,85
Jet Airways,DEL,COK,1,1,10262,1,6,2201.6,450
SpiceJet,CCU,BLR,0,2,3841,15,4,1547.27,140
Jet Airways,CCU,BLR,1,1,9663,9,5,2500.36,960
IndiGo,CCU,BLR,0,0,5224,18,4,1547.27,155
Multiple carriers,DEL,COK,1,0,14533,18,5,2201.6,730
SpiceJet,BOM,HYD,0,0,2017,24,5,623.54,90
Jet Airways,BLR,DEL,0,1,5769,12,6,1709.71,185
Multiple carriers,DEL,COK,1,0,11622,21,3,2201.6,485
IndiGo,BLR,DEL,0,0,4823,3,4,1709.71,175
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,1280
Multiple carriers,DEL,COK,1,0,9001,24,6,2201.6,705
IndiGo,BOM,HYD,0,0,2754,27,6,623.54,90
Jet Airways,BLR,DEL,0,0,7229,24,5,1709.71,180
IndiGo,DEL,COK,1,0,6937,9,3,2427.24,280
Air India,CCU,BLR,2,0,13033,6,6,3728.94,920
SpiceJet,BLR,DEL,0,0,3625,3,5,1709.71,160
Jet Airways,DEL,COK,2,0,13292,27,6,2232.34,1295
Air India,BLR,DEL,2,0,12778,12,3,2370.94,1525
SpiceJet,CCU,BLR,0,2,3841,1,6,1547.27,150
IndiGo,BOM,HYD,0,0,2227,18,3,623.54,85
SpiceJet,CCU,BLR,1,0,6171,9,5,2300.57,520
Air India,CCU,BLR,2,0,10676,12,5,2578.2,1195
Jet Airways,DEL,COK,2,0,13014,24,6,2206.24,1025
IndiGo,BOM,HYD,0,0,2754,18,3,623.54,90
Air India,DEL,COK,2,0,8367,27,3,2955.43,865
Jet Airways,DEL,COK,1,1,5177,3,4,2201.6,1570
SpiceJet,CCU,BLR,0,0,4174,18,4,1547.27,150
Multiple carriers,DEL,COK,1,0,9794,15,5,2201.6,615
Multiple carriers,DEL,COK,1,0,10486,27,5,2084.71,385
Multiple carriers,DEL,COK,1,0,15058,21,5,2201.6,675
IndiGo,CCU,BLR,0,0,4804,27,4,1547.27,155
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,1665
GoAir,CCU,BLR,1,0,8855,12,5,2842.31,455
Air India,DEL,COK,1,0,8372,9,6,2201.6,640
Jet Airways,BOM,HYD,0,1,4050,24,6,623.54,85
Jet Airways,BLR,DEL,0,0,7229,12,5,1709.71,175
SpiceJet,BOM,HYD,0,2,2385,18,3,623.54,80
GoAir,BLR,DEL,0,0,3898,24,6,1709.71,170
IndiGo,BLR,DEL,0,0,6860,3,3,1709.71,165
SpiceJet,DEL,COK,1,0,6749,27,5,2278.33,315
Air India,CCU,BLR,2,0,15107,21,5,3023.86,525
Jet Airways,DEL,COK,2,1,10368,15,6,2206.24,1125
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,860
SpiceJet,BOM,HYD,0,2,2385,27,5,623.54,90
IndiGo,CCU,BLR,0,0,4804,24,6,1547.27,150
Air India,DEL,COK,2,0,8236,21,3,2263.95,1595
IndiGo,DEL,COK,1,0,6416,27,3,2201.6,570
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,450
Jet Airways,DEL,COK,1,0,14714,9,6,2201.6,1210
SpiceJet,CCU,BLR,1,0,7646,1,4,2311.75,330
Air India,DEL,COK,1,0,7480,1,6,2278.33,765
Vistara,MAA,CCU,0,0,11982,27,5,1387.26,140
Multiple carriers,DEL,COK,1,0,8309,18,5,2201.6,520
Jet Airways,DEL,COK,2,1,13344,9,6,2308.95,425
Air India,CCU,BLR,1,0,4227,1,4,1662.88,890
Air India,DEL,COK,2,0,9706,21,3,2206.24,1180
SpiceJet,BOM,HYD,0,0,2017,6,5,623.54,90
IndiGo,DEL,COK,1,0,6442,12,6,2084.71,835
Jet Airways,BLR,DEL,0,0,8016,15,6,1709.71,185
IndiGo,DEL,COK,1,0,5298,1,4,2084.71,320
Vistara,BLR,DEL,0,0,4878,21,5,1709.71,155
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,865
IndiGo,CCU,BLR,1,0,4176,12,5,1662.88,300
IndiGo,DEL,COK,1,0,5883,15,6,2201.6,845
Multiple carriers,DEL,COK,1,0,12717,6,6,2201.6,540
IndiGo,MAA,CCU,0,0,3850,12,5,1387.26,140
IndiGo,MAA,CCU,0,0,3597,27,5,1387.26,140
SpiceJet,BOM,HYD,0,2,2175,9,5,623.54,90
Air Asia,BLR,DEL,0,0,7080,12,4,1709.71,170
Jet Airways,CCU,BLR,1,1,8849,1,4,2500.36,665
Jet Airways,CCU,BLR,1,1,9899,12,6,2500.36,685
Vistara,BLR,DEL,0,0,4878,15,6,1709.71,160
Multiple carriers,DEL,COK,1,0,7787,9,5,2201.6,705
SpiceJet,MAA,CCU,0,0,3597,3,5,1387.26,140
GoAir,DEL,COK,1,0,5281,1,4,2201.6,540
Vistara,CCU,BLR,1,0,9345,15,5,3022.67,1350
IndiGo,DEL,COK,1,0,6442,24,6,2084.71,635
IndiGo,DEL,COK,1,0,6838,6,6,2201.6,705
SpiceJet,MAA,CCU,0,0,3597,3,6,1387.26,140
SpiceJet,BOM,HYD,0,0,3173,21,3,623.54,80
Multiple carriers,DEL,COK,1,0,13377,3,6,2201.6,435
Jet Airways,CCU,BLR,1,1,9314,9,5,3022.67,1295
Multiple carriers,DEL,COK,1,0,9856,9,3,2084.71,545
Air India,DEL,COK,1,0,8372,21,5,2201.6,675
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1400
IndiGo,CCU,BLR,0,0,4804,1,5,1547.27,155
Jet Airways,DEL,COK,2,1,13029,27,5,2206.24,810
IndiGo,DEL,COK,1,0,7640,24,5,2084.71,490
Jet Airways,BLR,DEL,1,0,22270,1,3,1971.87,435
Air India,BLR,DEL,0,0,4441,1,4,1709.71,170
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1165
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1285
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,740
SpiceJet,CCU,BLR,0,0,4174,9,6,1547.27,145
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,1695
IndiGo,BLR,DEL,0,0,3625,21,5,1709.71,170
IndiGo,BLR,DEL,0,0,3419,21,5,1709.71,175
IndiGo,MAA,CCU,0,0,3850,24,5,1387.26,145
Air India,CCU,BLR,2,0,12802,24,5,3097.47,1255
SpiceJet,DEL,COK,1,0,9748,6,3,2278.33,360
IndiGo,DEL,COK,1,0,6104,3,6,2201.6,500
IndiGo,BLR,DEL,0,0,3943,21,6,1709.71,180
IndiGo,DEL,COK,1,0,7514,3,6,2084.71,560
Jet Airways,BLR,DEL,0,0,18308,6,3,1709.71,160
Air India,BOM,HYD,2,0,17327,6,3,1282.1,255
Air India,DEL,COK,2,0,8892,27,3,2955.43,1115
Multiple carriers,DEL,COK,1,0,9794,27,5,2201.6,520
IndiGo,BLR,DEL,0,0,4423,1,4,1709.71,175
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1485
Jet Airways,DEL,COK,1,0,15554,9,5,2201.6,1485
Vistara,MAA,CCU,0,0,11982,1,5,1387.26,140
IndiGo,BOM,HYD,0,0,4049,3,6,623.54,90
IndiGo,CCU,BLR,0,0,5618,24,3,1547.27,155
Air India,DEL,COK,2,0,13591,27,6,4043.05,1380
Multiple carriers,DEL,COK,1,0,9508,27,5,2201.6,930
SpiceJet,MAA,CCU,0,2,3543,18,6,1387.26,135
Jet Airways,BLR,DEL,0,0,7229,18,4,1709.71,185
Vistara,BLR,DEL,0,0,4668,18,6,1709.71,170
Jet Airways,CCU,BLR,1,0,14388,21,5,2500.36,1200
Jet Airways,CCU,BLR,1,1,10844,15,5,2500.36,1025
Air India,DEL,COK,1,0,7690,9,6,2278.33,765
Jet Airways,CCU,BLR,1,0,13067,21,5,3022.67,1450
SpiceJet,BOM,HYD,0,2,1965,3,4,623.54,90
Jet Airways,DEL,COK,1,0,16289,9,3,2201.6,1610
Air India,CCU,BLR,1,0,10203,12,5,3022.67,745
Jet Airways,CCU,BLR,1,0,15149,6,5,2500.36,570
Vistara,CCU,BLR,1,0,9345,21,5,3022.67,385
SpiceJet,BOM,HYD,0,0,2017,18,5,623.54,90
Vistara,CCU,BLR,1,0,9345,15,5,3022.67,975
Air India,CCU,BLR,1,0,6528,6,5,1654.62,1485
Multiple carriers,DEL,COK,1,0,15603,3,3,2201.6,380
Jet Airways,DEL,COK,2,0,13376,24,6,2600.67,1300
SpiceJet,DEL,COK,1,0,5583,27,6,2278.33,315
Jet Airways,DEL,COK,1,1,10577,9,6,2201.6,1620
Air India,DEL,COK,2,0,10651,15,5,2206.24,1180
Jet Airways,CCU,BLR,1,1,7594,12,6,2500.36,875
Air Asia,CCU,BLR,1,0,6857,1,5,1547.97,220
IndiGo,BLR,DEL,0,0,4423,27,4,1709.71,170
Jet Airways,DEL,COK,2,1,13344,12,6,2308.95,425
SpiceJet,BLR,DEL,0,0,3971,27,4,1709.71,175
Jet Airways,DEL,COK,1,0,18371,24,6,2201.6,600
Jet Airways,DEL,COK,2,1,6643,27,3,2263.95,1995
Multiple carriers,DEL,COK,1,0,15077,6,3,2201.6,465
Air India,BLR,DEL,0,0,6121,1,5,1709.71,165
SpiceJet,BOM,HYD,0,0,5755,3,3,623.54,80
Air India,DEL,COK,1,0,4487,9,4,2278.33,765
SpiceJet,DEL,COK,1,2,5158,21,5,2130.78,270
Jet Airways,CCU,BLR,1,1,8586,1,5,2500.36,520
Air India,BOM,HYD,0,0,3100,1,6,623.54,80
Jet Airways,BOM,HYD,0,1,3210,9,5,623.54,85
Jet Airways,DEL,COK,1,1,12373,9,5,2201.6,1040
Multiple carriers,DEL,COK,1,0,15135,3,3,2201.6,730
Jet Airways,DEL,COK,2,0,13292,27,6,2232.34,810
SpiceJet,BOM,HYD,0,0,2017,6,6,623.54,90
Jet Airways,DEL,COK,2,1,10919,12,6,2600.67,1320
Vistara,BOM,HYD,1,0,12395,6,3,2404.77,1500
SpiceJet,MAA,CCU,0,2,3543,21,6,1387.26,135
Jet Airways,BOM,HYD,0,1,2228,6,5,623.54,90
Air India,DEL,COK,2,0,8236,21,3,2263.95,1410
Air Asia,DEL,COK,1,0,11410,3,6,2077.09,830
Jet Airways,DEL,COK,2,0,15129,21,5,2263.95,810
GoAir,CCU,BLR,0,0,3514,24,6,1547.27,155
Jet Airways,CCU,BLR,1,1,13469,6,6,3022.67,690
IndiGo,BLR,DEL,0,0,3943,9,4,1709.71,180
Vistara,BLR,DEL,0,0,7608,3,3,1709.71,175
Air India,BLR,DEL,0,0,6961,27,5,1709.71,165
Multiple carriers,DEL,COK,1,0,12042,1,6,2201.6,585
Jet Airways Business,BLR,DEL,1,5,62427,1,3,1971.87,400
Air India,BLR,DEL,2,0,9586,9,3,2029.24,655
SpiceJet,MAA,CCU,0,2,3543,1,6,1387.26,135
Jet Airways,DEL,COK,2,0,13882,9,6,2671.33,1630
Jet Airways,CCU,BLR,1,0,8781,24,5,2538.47,435
Air Asia,CCU,BLR,2,0,5192,12,6,3045.77,500
IndiGo,DEL,COK,1,0,6442,27,3,2084.71,940
Jet Airways,DEL,COK,1,0,15554,6,5,2201.6,825
Jet Airways,CCU,BLR,1,1,10844,21,5,2500.36,1285
IndiGo,BOM,HYD,0,0,2754,3,4,623.54,90
Multiple carriers,DEL,COK,1,0,14067,21,5,2201.6,420
GoAir,DEL,COK,1,0,5140,27,4,2247.89,370
IndiGo,DEL,COK,1,0,8330,9,5,2201.6,895
Jet Airways,BOM,HYD,0,0,5678,3,3,623.54,90
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,1170
GoAir,BLR,DEL,0,0,18558,1,3,1709.71,175
IndiGo,BOM,HYD,0,0,16000,1,3,623.54,90
SpiceJet,BLR,DEL,0,2,3573,6,5,1709.71,175
Multiple carriers,DEL,COK,1,0,7670,15,5,2201.6,760
Jet Airways,DEL,COK,2,0,12819,24,6,2263.95,1195
Vistara,BLR,DEL,0,0,4878,15,5,1709.71,155
Jet Airways,DEL,COK,2,1,11507,27,6,2232.34,1295
Air Asia,DEL,COK,1,0,8759,6,6,2077.09,330
Jet Airways,DEL,COK,1,1,10262,12,6,2201.6,1530
Air India,DEL,COK,2,0,10975,21,5,2292.07,1580
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,550
Multiple carriers,DEL,COK,1,1,6007,27,6,2201.6,490
IndiGo,MAA,CCU,0,0,3858,21,3,1387.26,145
IndiGo,DEL,COK,1,0,6412,27,6,2084.71,490
Air India,CCU,BLR,0,0,6245,21,4,1547.27,150
Air India,DEL,COK,2,0,9968,9,6,2263.95,1410
Multiple carriers,DEL,COK,1,1,18260,9,3,2201.6,640
IndiGo,BLR,DEL,0,0,8855,3,3,1709.71,175
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,590
SpiceJet,MAA,CCU,0,0,3597,27,5,1387.26,135
Jet Airways,CCU,BLR,1,0,13067,6,5,3022.67,1685
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,1070
Air India,BLR,DEL,1,0,11602,12,3,1971.87,990
Jet Airways,CCU,BLR,1,0,13941,9,5,2500.36,1545
Jet Airways,CCU,BLR,1,0,14151,15,5,3022.67,1365
IndiGo,BLR,DEL,0,0,3943,15,5,1709.71,170
Jet Airways,CCU,BLR,1,1,10844,12,5,2500.36,705
SpiceJet,BOM,HYD,0,0,2753,18,6,623.54,90
Jet Airways,DEL,COK,1,0,14714,12,6,2201.6,1005
Multiple carriers,DEL,COK,1,0,9646,18,5,2084.71,545
Jet Airways,DEL,COK,1,0,15554,9,5,2201.6,330
Air India,BLR,DEL,2,0,13261,18,3,2145.79,435
Jet Airways,BLR,DEL,1,1,11087,18,3,1971.87,1045
Jet Airways,DEL,COK,2,1,11507,15,6,2232.34,810
Multiple carriers,DEL,COK,1,0,9424,9,5,2201.6,390
GoAir,BLR,DEL,0,0,4937,12,4,1709.71,170
SpiceJet,BLR,DEL,0,2,3257,6,6,1709.71,175
IndiGo,BLR,DEL,0,0,4823,6,5,1709.71,170
IndiGo,MAA,CCU,0,0,5277,12,5,1387.26,140
SpiceJet,CCU,BLR,0,0,3873,9,4,1547.27,150
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,730
Multiple carriers,DEL,COK,1,0,7198,27,5,2201.6,510
Air India,DEL,COK,0,0,6094,15,5,2048.6,170
IndiGo,BLR,DEL,0,0,3943,3,5,1709.71,165
IndiGo,BLR,DEL,0,0,3943,15,5,1709.71,180
Jet Airways,CCU,BLR,1,0,12681,1,4,2500.36,960
Vistara,BLR,DEL,0,0,5613,15,4,1709.71,155
SpiceJet,CCU,BLR,0,0,3873,24,5,1547.27,145
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1415
Jet Airways,DEL,COK,2,0,15129,9,5,2206.24,1375
SpiceJet,MAA,CCU,0,0,3911,9,5,1387.26,135
IndiGo,DEL,COK,0,0,6015,12,6,2048.6,195
Jet Airways,BLR,DEL,1,0,54826,1,3,1971.87,365
IndiGo,DEL,COK,1,0,5073,27,3,2201.6,305
IndiGo,MAA,CCU,0,0,4326,21,3,1387.26,140
Air India,DEL,COK,2,0,9443,24,6,2263.95,1595
Jet Airways,BOM,HYD,0,0,8040,3,6,623.54,90
Jet Airways,BLR,DEL,0,0,7229,3,4,1709.71,165
IndiGo,BLR,DEL,0,0,3943,15,6,1709.71,170
Air India,BLR,DEL,3,0,14195,6,3,2092.74,685
Jet Airways,DEL,COK,2,0,13292,15,6,2232.34,1130
IndiGo,CCU,BLR,0,0,4174,3,4,1547.27,155
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,860
Jet Airways,BLR,DEL,0,1,5198,12,5,1709.71,165
Multiple carriers,DEL,COK,1,0,15058,3,6,2201.6,730
IndiGo,DEL,COK,1,0,5073,3,4,2201.6,300
Multiple carriers,DEL,COK,1,0,10197,15,5,2201.6,660
SpiceJet,MAA,CCU,0,2,3543,27,6,1387.26,140
Jet Airways,BLR,DEL,0,1,7229,27,6,1709.71,180
Air India,DEL,COK,2,0,10966,1,6,2206.24,1180
Jet Airways,CCU,BLR,1,1,11134,24,3,2500.36,570
Air Asia,CCU,BLR,0,0,3807,6,4,1547.27,150
Air India,BLR,DEL,0,0,5228,6,5,1709.71,170
IndiGo,MAA,CCU,0,0,3597,12,6,1387.26,140
Air Asia,BLR,DEL,0,0,4483,18,5,1709.71,165
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,1015
SpiceJet,DEL,COK,1,2,5158,6,6,2130.78,270
Air India,BLR,DEL,1,0,6010,21,3,2415.98,1520
Jet Airways,DEL,COK,2,0,13376,12,6,2600.67,1320
Jet Airways,DEL,COK,2,0,11543,21,3,2308.95,1365
Multiple carriers,DEL,COK,1,1,15342,6,3,2201.6,560
SpiceJet,BLR,DEL,0,0,6309,15,3,1709.71,175
Vistara,BLR,DEL,0,0,5823,24,5,1709.71,165
Vistara,BLR,DEL,0,0,5403,24,3,1709.71,160
SpiceJet,CCU,BLR,0,0,3873,1,6,1547.27,155
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1270
IndiGo,DEL,COK,1,0,6979,15,5,2201.6,500
Air India,CCU,BLR,2,0,13437,12,5,3664.88,1410
Jet Airways,DEL,COK,1,1,6017,27,3,2201.6,1015
Jet Airways,DEL,COK,1,1,14053,21,3,2201.6,330
IndiGo,MAA,CCU,0,0,7295,6,3,1387.26,145
Jet Airways,CCU,BLR,1,0,13044,12,6,2500.36,1495
Jet Airways,BLR,DEL,0,1,4030,3,5,1709.71,175
Air India,BLR,DEL,2,0,13942,6,3,2109.51,1625
Jet Airways,CCU,BLR,1,0,14781,12,5,2500.36,705
SpiceJet,BLR,DEL,0,0,3579,24,3,1709.71,170
Air India,DEL,COK,2,0,10231,27,5,2993.19,1275
IndiGo,DEL,COK,1,0,5530,27,5,2084.71,320
Jet Airways,CCU,BLR,1,1,10844,12,5,2500.36,345
Air India,DEL,COK,1,0,8372,6,6,2201.6,675
Jet Airways,DEL,COK,1,0,16289,9,3,2201.6,775
Air India,DEL,COK,2,0,11701,6,5,2993.19,1275
Multiple carriers Premium economy,DEL,COK,1,0,11269,21,3,2201.6,570
Multiple carriers,DEL,COK,1,0,9385,18,5,2201.6,750
Jet Airways,CCU,BLR,1,0,14151,24,5,3022.67,395
Jet Airways,BLR,DEL,0,1,4544,9,4,1709.71,180
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,850
IndiGo,CCU,BLR,0,0,5224,3,6,1547.27,155
IndiGo,CCU,BLR,0,0,4804,27,6,1547.27,155
Air India,BOM,HYD,1,0,6901,12,3,1541.88,880
Multiple carriers,DEL,COK,1,1,5999,21,3,2084.71,465
Vistara,BLR,DEL,0,0,5403,9,4,1709.71,170
Jet Airways,DEL,COK,2,0,13014,12,6,2206.24,810
Jet Airways,BOM,HYD,0,1,4995,6,5,623.54,85
Jet Airways,CCU,BLR,1,0,13941,21,5,2500.36,1545
Jet Airways,DEL,COK,2,1,11507,3,6,2232.34,1295
Multiple carriers,DEL,COK,1,0,12192,15,6,2201.6,660
Multiple carriers,DEL,COK,1,0,7198,27,5,2201.6,450
IndiGo,DEL,COK,0,0,5000,21,6,2048.6,195
SpiceJet,CCU,BLR,0,2,3841,3,4,1547.27,155
Jet Airways,DEL,COK,1,0,12347,21,3,2201.6,350
Vistara,MAA,CCU,0,0,11982,15,6,1387.26,140
Jet Airways,DEL,COK,2,1,13029,9,5,2206.24,1375
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,700
IndiGo,CCU,BLR,0,0,4174,15,4,1547.27,155
SpiceJet,CCU,BLR,0,2,3841,27,6,1547.27,145
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,1440
IndiGo,BLR,DEL,0,0,3943,24,5,1709.71,180
IndiGo,DEL,COK,1,0,6442,3,6,2084.71,635
SpiceJet,CCU,BLR,0,0,4174,24,4,1547.27,145
IndiGo,CCU,BLR,0,0,4804,18,6,1547.27,155
Multiple carriers,DEL,COK,1,0,13377,6,6,2201.6,690
Jet Airways,BLR,DEL,0,0,7229,1,4,1709.71,175
IndiGo,BLR,DEL,0,0,8855,15,3,1709.71,170
Multiple carriers,DEL,COK,1,0,7741,27,6,2201.6,535
Jet Airways,BLR,DEL,1,0,22270,1,3,1971.87,315
Multiple carriers,DEL,COK,1,0,7740,3,6,2201.6,735
Air India,CCU,BLR,2,0,14960,9,6,3664.88,1600
Jet Airways,DEL,COK,1,0,12032,27,3,2201.6,535
Air India,BOM,HYD,0,0,5462,6,3,623.54,80
Jet Airways,DEL,COK,1,0,12347,21,3,2201.6,1385
Air India,MAA,CCU,0,0,3145,27,3,1387.26,135
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,520
IndiGo,CCU,BLR,0,0,4804,21,6,1547.27,150
IndiGo,DEL,COK,1,0,10482,9,3,2278.33,305
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1015
Multiple carriers,DEL,COK,1,0,10478,3,3,2084.71,915
Jet Airways,DEL,COK,2,1,13029,18,5,2206.24,1125
Air India,DEL,COK,1,0,6482,21,3,2278.33,1255
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,600
Multiple carriers,DEL,COK,1,0,11789,12,6,2201.6,615
IndiGo,CCU,BLR,1,0,9413,24,3,2172.24,340
Air India,CCU,BLR,1,0,7662,9,6,2538.47,1700
Multiple carriers,DEL,COK,1,0,7888,21,5,2201.6,390
Air Asia,CCU,BLR,1,0,5192,15,5,3022.67,955
Multiple carriers,DEL,COK,1,1,6007,24,6,2201.6,640
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1595
Air India,BLR,DEL,2,0,11885,18,3,2370.94,1545
Vistara,CCU,BLR,1,0,14360,24,3,3022.67,355
Air India,CCU,BLR,2,0,14330,12,5,3664.88,1185
Multiple carriers,DEL,COK,1,0,6076,27,3,2084.71,555
SpiceJet,CCU,BLR,0,0,4622,1,3,1547.27,160
Jet Airways,CCU,BLR,1,0,14388,9,5,2500.36,665
Multiple carriers,DEL,COK,1,0,9794,21,5,2201.6,615
IndiGo,CCU,BLR,0,0,4804,3,6,1547.27,150
Jet Airways,CCU,BLR,1,1,9663,9,5,2500.36,450
GoAir,DEL,COK,1,0,5842,9,5,2247.89,370
Multiple carriers,DEL,COK,1,0,15603,3,3,2201.6,510
IndiGo,CCU,BLR,0,0,5618,3,3,1547.27,165
IndiGo,CCU,BLR,0,0,6565,3,3,1547.27,155
SpiceJet,DEL,COK,1,0,5221,15,4,2077.09,295
Jet Airways,DEL,COK,2,1,10368,27,6,2206.24,560
Air India,DEL,COK,1,0,7480,24,6,2278.33,765
Jet Airways,DEL,COK,2,0,13882,12,6,2671.33,1490
IndiGo,DEL,COK,1,0,6442,24,6,2084.71,560
IndiGo,BLR,DEL,0,0,4823,24,6,1709.71,175
SpiceJet,CCU,BLR,0,0,3873,21,5,1547.27,150
Jet Airways,CCU,BLR,1,0,12121,1,5,3022.67,1075
IndiGo,BLR,DEL,0,0,4423,27,4,1709.71,170
Air India,CCU,BLR,0,0,5510,24,6,1547.27,150
Jet Airways,BLR,DEL,0,0,7229,6,4,1709.71,180
Jet Airways,DEL,COK,1,1,10577,9,6,2201.6,1010
Jet Airways,BOM,HYD,0,0,8040,27,3,623.54,90
Jet Airways,DEL,COK,1,0,14714,3,6,2201.6,360
Jet Airways,BLR,DEL,0,1,7229,9,6,1709.71,165
Multiple carriers,DEL,COK,2,0,6653,21,3,2292.07,855
IndiGo,DEL,COK,1,0,6442,24,6,2084.71,665
IndiGo,CCU,BLR,0,0,4804,12,5,1547.27,160
Air India,DEL,COK,2,0,9417,9,5,2292.07,1210
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1495
Jet Airways,BLR,DEL,0,0,7229,12,5,1709.71,180
Jet Airways,DEL,COK,1,1,15400,6,3,2201.6,590
IndiGo,DEL,COK,1,0,6416,15,6,2201.6,750
Air India,BLR,DEL,0,0,5176,3,4,1709.71,170
IndiGo,DEL,COK,1,0,9264,21,3,2201.6,575
Multiple carriers,DEL,COK,1,0,13587,6,6,2201.6,720
SpiceJet,MAA,CCU,0,0,3597,1,5,1387.26,135
Air Asia,BLR,DEL,0,0,4282,27,4,1709.71,170
Jet Airways,BOM,HYD,0,1,4995,27,6,623.54,85
IndiGo,CCU,BLR,0,0,4804,1,6,1547.27,155
Jet Airways,CCU,BLR,1,1,10844,6,5,2500.36,590
Jet Airways,DEL,COK,1,0,14714,1,6,2201.6,885
