Airline,Source,Dest,Route Map,Stops,Info,Price,Day,Month,Distance(km),Dep_Hr,Dep_Min,Duration_Hr,Duration_Min
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,13007,6,6,3290.72,10,00,19,25
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,13067,24,5,3022.67,09,35,24,10
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,4049,18,3,1722.67,16,55,4,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12692,12,6,3022.67,17,00,25,0
Air India,MAA,CCU,MAA → CCU,0,0,4667,9,5,1387.26,11,40,2,15
Multiple carriers,DEL,COK,DEL → HYD → MAA → COK,2,1,8938,3,3,2292.07,07,10,14,10
IndiGo,DEL,COK,DEL → BOM → COK,1,0,10208,21,3,2201.6,07,30,8,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7354,3,6,2201.6,11,25,7,50
Air India,BLR,DEL,BLR → DEL,0,0,5438,21,4,1709.71,17,00,2,45
Air Asia,CCU,BLR,CCU → BLR,0,0,4107,24,5,1547.27,22,50,2,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,11134,24,3,2500.36,19,45,16,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,15,6,2201.6,20,55,15,40
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,14083,24,5,3728.94,07,00,18,20
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,9,6,3022.67,07,10,16,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,9,5,2201.6,17,30,19,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,10196,15,6,2201.6,16,00,9,30
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5947,15,4,2201.6,16,00,5,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13044,12,6,2500.36,14,05,19,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,18,5,2500.36,05,45,27,35
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,27992,01,3,1971.87,05,45,14,35
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,7476,24,3,1662.88,15,10,4,40
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10413,9,6,3022.67,07,00,13,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10261,1,6,2201.6,11,40,7,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,6,6,3022.67,09,35,14,0
Air India,BLR,DEL,BLR → DEL,0,0,5176,6,4,1709.71,06,10,2,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,6,6,2201.6,10,00,18,25
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,9314,15,5,3022.67,17,00,21,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,24,6,2201.6,21,50,6,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12192,6,6,2201.6,08,00,11,0
SpiceJet,BOM,HYD,BOM → HYD,0,0,1759,3,4,623.54,22,45,1,30
IndiGo,DEL,COK,DEL → MAA → COK,1,0,4744,27,3,2278.33,02,05,5,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,21,5,1709.71,19,50,3,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15029,9,3,2201.6,00,20,28,5
IndiGo,CCU,BLR,CCU → BLR,0,0,4462,15,3,1547.27,20,25,2,40
SpiceJet,MAA,CCU,MAA → CCU,0,0,6300,12,3,1387.26,08,20,2,15
Air India,BOM,HYD,BOM → HYD,0,0,2575,21,3,623.54,19,30,1,15
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,12,3,1971.87,18,55,24,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6305,27,3,2201.6,04,00,9,20
Vistara,BLR,DEL,BLR → DEL,0,0,8290,09,3,1709.71,19,40,2,40
Jet Airways,BLR,DEL,BLR → DEL,0,1,5769,18,6,1709.71,07,10,3,0
IndiGo,BLR,DEL,BLR → DEL,0,0,4990,12,4,1709.71,21,15,3,0
Air Asia,BLR,DEL,BLR → DEL,0,0,6135,03,3,1709.71,23,25,2,45
IndiGo,DEL,COK,DEL → BLR → COK,1,0,5733,27,3,2077.09,02,00,5,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7670,15,5,2201.6,06,00,15,0
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,12819,27,6,2263.95,19,10,23,50
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,3,5,1709.71,20,00,2,50
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6979,9,5,2201.6,04,55,16,5
Air India,CCU,BLR,CCU → BOM → BLR,1,0,10493,24,3,2500.36,09,25,9,5
Air India,DEL,COK,DEL → BHO → BOM → COK,2,0,16111,9,3,2308.95,20,00,23,15
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,10651,9,6,2993.19,22,00,21,15
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6600,27,5,2084.71,05,05,11,5
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,1,10919,12,6,2600.67,14,35,22,0
IndiGo,CCU,BLR,CCU → BLR,0,0,5198,21,3,1547.27,10,10,2,45
Air India,BLR,DEL,BLR → BOM → JDH → DEL,2,0,12778,12,3,2106.14,08,50,31,30
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,27,3,623.54,19,05,1,25
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15129,9,5,2263.95,23,05,19,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7255,9,5,2201.6,20,25,5,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14486,21,3,2201.6,07,05,6,15
GoAir,DEL,COK,DEL → BOM → COK,1,0,6591,21,4,2201.6,07,00,5,55
SpiceJet,BLR,DEL,BLR → DEL,0,2,3573,21,5,1709.71,21,10,2,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,15,00,21,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,15,5,2500.36,18,55,15,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,3,6,2201.6,17,30,25,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,12,6,2206.24,19,30,17,5
SpiceJet,MAA,CCU,MAA → CCU,0,0,3384,21,3,1387.26,09,30,2,35
Air India,CCU,BLR,CCU → BBI → BLR,1,0,7742,24,3,1547.97,12,00,25,40
IndiGo,DEL,COK,DEL → BLR → COK,1,0,6386,9,6,2077.09,02,00,5,45
Jet Airways,BLR,DEL,BLR → DEL,0,1,7229,6,6,1709.71,18,55,3,5
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8891,6,5,2500.36,09,25,9,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,1,6,2201.6,13,00,8,0
IndiGo,DEL,COK,DEL → BOM → COK,1,0,8227,27,3,2201.6,07,30,5,50
Air India,CCU,BLR,CCU → GAU → DEL → BLR,2,0,12125,1,4,3664.88,09,50,13,25
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,15,6,1547.27,22,20,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,12,6,2201.6,16,00,9,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,10953,12,5,3022.67,20,25,27,10
SpiceJet,CCU,BLR,CCU → BLR,0,0,4622,9,3,1547.27,06,55,2,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14231,24,3,2500.36,13,55,20,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,21,50,21,10
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,15,4,1709.71,22,10,2,50
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8610,12,5,3022.67,20,20,24,0
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,6717,21,3,2084.71,07,05,15,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10877,24,6,2201.6,08,30,10,30
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,4775,1,5,1662.88,15,15,4,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14571,9,6,2500.36,16,30,6,5
SpiceJet,BLR,DEL,BLR → DEL,0,2,6205,24,3,1709.71,09,35,2,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,18,5,3022.67,20,25,21,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6637,27,3,2201.6,11,40,9,20
Air India,BLR,DEL,BLR → TRV → COK → DEL,2,0,12074,03,3,2774.23,07,30,27,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,21,6,1547.27,11,30,2,35
IndiGo,CCU,BLR,CCU → PNQ → BLR,1,0,7252,6,5,2300.57,21,00,5,15
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6069,3,6,2084.71,07,35,4,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,9,5,2201.6,11,30,7,30
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,18,5,1387.26,15,40,2,45
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,12940,18,5,2206.24,18,45,24,30
SpiceJet,CCU,BLR,CCU → IXB → BLR,1,0,8844,1,5,2311.75,11,15,7,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,15190,12,6,2201.6,07,05,11,55
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,9134,15,3,1971.87,08,00,8,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,11822,9,4,2201.6,20,55,15,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15078,9,5,2201.6,15,00,10,30
SpiceJet,BOM,HYD,BOM → HYD,0,0,11005,1,3,623.54,22,45,1,25
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7006,21,3,2201.6,15,00,10,35
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,4259,09,3,1722.67,16,55,4,55
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,11762,9,3,2955.43,21,30,21,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,8147,24,3,1971.87,08,55,24,5
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,27,5,1547.27,06,55,2,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,3,4,1547.27,17,15,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,17,30,10,55
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,6,6,2278.33,15,45,6,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,11,30,7,30
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,6,5,1709.71,06,00,2,45
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,21,5,2206.24,05,30,22,55
Vistara,BLR,DEL,BLR → DEL,0,0,4668,9,6,1709.71,21,00,2,50
IndiGo,BLR,DEL,BLR → DEL,0,0,4990,18,4,1709.71,18,25,2,55
IndiGo,CCU,BLR,CCU → BLR,0,0,6985,24,3,1547.27,22,10,2,45
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,3,4,1709.71,16,55,3,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,18,5,3022.67,07,10,11,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,15,5,2500.36,14,05,26,15
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,14657,9,5,2232.34,09,35,27,0
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6818,3,6,2084.71,05,05,11,5
Air India,DEL,COK,DEL → NAG → BOM → COK,2,0,11543,15,5,2600.67,05,55,25,45
SpiceJet,BOM,HYD,BOM → HYD,0,2,2175,24,3,623.54,22,45,1,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,6,6,2500.36,18,55,21,25
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,1,4,623.54,07,05,1,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14571,6,6,2500.36,08,25,12,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14571,9,6,2500.36,06,30,5,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,16,00,20,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14848,12,6,2201.6,10,00,9,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8283,18,5,2201.6,19,00,6,30
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,21,4,1709.71,15,15,2,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8405,18,5,2201.6,11,40,13,50
Jet Airways,DEL,COK,DEL → BHO → BOM → COK,2,0,19266,3,3,2308.95,05,40,22,45
Air India,DEL,COK,DEL → BLR → COK,1,0,11038,6,3,2077.09,17,40,14,35
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,12,6,1709.71,18,55,3,5
SpiceJet,MAA,CCU,MAA → CCU,0,0,3384,21,3,1387.26,17,45,2,20
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6573,9,4,2201.6,18,35,6,55
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,12819,24,6,2263.95,23,05,19,55
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,21,5,2206.24,09,40,18,45
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,27,6,1709.71,23,30,2,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,24,3,1971.87,22,50,13,25
IndiGo,BLR,DEL,BLR → DEL,0,0,6860,24,3,1709.71,07,10,2,55
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,12,5,1709.71,18,25,2,55
Air India,BLR,DEL,BLR → DEL,0,0,5228,6,5,1709.71,17,00,2,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13364,1,4,2500.36,14,05,5,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,13555,18,3,1971.87,16,55,14,45
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,6,3,1387.26,22,05,2,20
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13243,12,5,3728.94,07,00,18,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9794,9,5,2201.6,06,00,13,0
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,6,6,1709.71,06,00,2,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,1,6,2201.6,17,30,8,0
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12692,9,6,3022.67,17,00,29,5
Air India,CCU,BLR,CCU → JAI → BOM → BLR,2,0,10697,6,6,3102.91,08,20,10,10
SpiceJet,MAA,CCU,MAA → CCU,0,0,3384,27,3,1387.26,09,30,2,35
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6734,9,5,2084.71,06,50,15,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,6,6,2500.36,20,00,13,20
Air India,BLR,DEL,BLR → DEL,0,0,5228,24,5,1709.71,21,05,2,50
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8891,24,5,2500.36,09,25,25,45
IndiGo,MAA,CCU,MAA → CCU,0,0,3384,27,3,1387.26,07,55,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,17057,3,3,2201.6,08,00,13,0
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,3480,3,4,1662.88,19,20,4,25
SpiceJet,BLR,DEL,BLR → DEL,0,0,4423,3,5,1709.71,09,30,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14178,9,6,2500.36,06,30,22,10
SpiceJet,DEL,COK,DEL → PNQ → COK,1,2,4760,24,6,2130.78,08,45,4,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,1,4,3022.67,20,25,13,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,12681,1,4,2500.36,20,00,20,20
Jet Airways,DEL,COK,DEL → COK,0,1,4886,3,4,2048.6,11,00,3,15
Air Asia,CCU,BLR,CCU → BLR,0,0,3807,21,6,1547.27,10,20,2,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,18,5,1547.27,04,40,2,35
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,5694,09,3,1722.67,07,30,4,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10197,24,5,2201.6,09,00,10,0
IndiGo,BLR,DEL,BLR → DEL,0,0,4077,15,6,1709.71,23,30,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,1,5,2500.36,06,30,11,45
IndiGo,CCU,BLR,CCU → BLR,0,0,5224,9,5,1547.27,11,30,2,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,24,4,1547.27,21,25,2,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,21,5,2500.36,06,30,22,10
Air India,CCU,BLR,CCU → BBI → BLR,1,0,7662,21,5,1547.97,12,00,25,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,18550,3,3,2201.6,09,55,8,55
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8610,12,6,3022.67,17,00,6,25
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,1,5,1709.71,07,10,3,0
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,12009,6,6,3290.72,10,00,19,25
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,18,5,3022.67,17,00,28,5
Air India,DEL,COK,DEL → COK,0,0,4729,9,4,2048.6,05,10,2,50
Air India,DEL,COK,DEL → COK,0,0,7931,3,3,2048.6,05,10,2,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,11,30,25,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16289,9,3,2201.6,06,50,21,35
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,3,6,2232.34,21,25,21,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7618,27,5,2201.6,08,00,13,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,15,6,2201.6,18,15,7,15
Air Asia,CCU,BLR,CCU → DEL → BLR,1,0,5192,12,6,3022.67,07,35,15,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,7268,24,6,2201.6,11,40,7,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,12384,24,5,3022.67,20,25,13,20
IndiGo,BLR,DEL,BLR → DEL,0,0,5694,15,3,1709.71,04,00,2,50
Jet Airways,BLR,DEL,BLR → BOM → JDH → DEL,2,0,16338,18,3,2106.14,08,55,7,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7198,6,6,2201.6,13,00,12,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,6540,21,3,2201.6,08,00,10,50
Jet Airways,BOM,HYD,BOM → HYD,0,1,3210,3,6,623.54,19,35,1,30
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,18,6,1547.27,06,55,2,35
Air Asia,BLR,DEL,BLR → DEL,0,0,4483,21,4,1709.71,11,10,2,45
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6752,15,5,2077.09,16,45,5,40
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,12,4,1709.71,07,10,2,55
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10203,6,5,3022.67,20,30,12,25
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,18,5,1547.27,22,20,2,20
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,27,3,623.54,13,10,1,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,6,6,2500.36,08,25,20,15
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,3,31825,01,3,1971.87,22,50,11,35
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,16057,15,5,3728.94,10,00,27,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,02,15,26,10
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6593,1,6,2201.6,20,25,5,5
SpiceJet,BLR,DEL,BLR → DEL,0,0,3971,24,6,1709.71,21,10,2,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16289,9,3,2201.6,19,15,23,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,9314,1,5,3022.67,09,35,24,10
Jet Airways,BLR,DEL,BLR → DEL,0,1,4030,21,5,1709.71,17,45,3,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,12,6,2201.6,14,00,7,0
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,9314,1,5,3022.67,20,25,21,35
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6253,15,6,2077.09,20,45,10,25
Air Asia,CCU,BLR,CCU → DEL → BLR,1,0,5192,15,4,3022.67,07,35,15,55
Air India,CCU,BLR,CCU → BOM → COK → BLR,2,0,16372,1,5,3097.47,09,25,28,20
Vistara,BLR,DEL,BLR → DEL,0,0,5403,24,4,1709.71,11,30,2,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11200,27,3,2201.6,11,30,7,20
IndiGo,MAA,CCU,MAA → CCU,0,0,3858,12,6,1387.26,11,35,2,25
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,6,4,1547.27,15,30,2,35
Air India,DEL,COK,DEL → COK,0,0,5411,27,4,2048.6,18,05,3,5
IndiGo,BOM,HYD,BOM → HYD,0,0,3175,15,5,623.54,16,55,1,30
IndiGo,MAA,CCU,MAA → CCU,0,0,3858,24,5,1387.26,14,45,2,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13941,1,5,2500.36,20,00,8,40
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,12182,15,6,2955.43,13,15,30,0
IndiGo,BLR,DEL,BLR → DEL,0,0,4990,21,6,1709.71,16,55,3,0
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10539,9,6,3022.67,20,25,25,40
IndiGo,BLR,DEL,BLR → DEL,0,0,6860,09,3,1709.71,10,05,2,55
Vistara,DEL,COK,DEL → COK,0,0,8001,6,3,2048.6,14,55,2,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,27,6,2201.6,22,50,20,10
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8085,6,5,3022.67,17,00,6,25
IndiGo,BLR,DEL,BLR → DEL,0,0,3419,27,6,1709.71,00,25,2,50
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,15164,1,5,3728.94,10,00,27,45
IndiGo,CCU,BLR,CCU → BLR,0,0,6565,24,3,1547.27,17,15,2,45
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,1,9254,27,3,2232.34,05,25,13,25
Air Asia,CCU,BLR,CCU → BBI → BLR,1,0,6857,6,6,1547.97,06,50,3,40
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,12140,12,5,3728.94,07,00,18,20
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,6,6,1547.27,09,00,2,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,6,5,2500.36,08,25,11,25
Air India,DEL,COK,DEL → BOM → COK,1,0,8372,18,5,2201.6,10,00,21,40
Air India,CCU,BLR,CCU → GAU → IMF → DEL → BLR,3,0,8607,1,4,4205.65,16,45,30,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,24,6,2201.6,10,00,11,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,18,5,2201.6,20,55,7,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,21,5,2500.36,21,10,22,40
IndiGo,BOM,HYD,BOM → HYD,0,0,4392,24,5,623.54,12,00,1,30
Air India,BLR,DEL,BLR → DEL,0,0,6961,27,5,1709.71,17,00,2,45
Air India,DEL,COK,DEL → BLR → COK,1,0,8907,18,5,2077.09,09,45,13,15
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,15,6,2084.71,08,35,13,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,15,5,2500.36,14,05,9,30
Air India,DEL,COK,DEL → JDH → BOM → COK,2,0,13486,15,5,2335.87,12,55,30,20
Air India,BOM,HYD,BOM → HYD,0,0,3100,6,6,623.54,19,30,1,15
Jet Airways,DEL,COK,DEL → UDR → BOM → COK,2,1,15812,6,3,2229.75,17,55,34,30
Air India,DEL,COK,DEL → COK,0,0,5201,24,4,2048.6,18,05,3,5
IndiGo,DEL,COK,DEL → HYD → MAA → COK,2,0,9413,3,3,2292.07,07,35,13,45
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,13591,6,6,4043.05,20,15,23,0
Jet Airways,BOM,HYD,BOM → HYD,0,0,5678,1,6,623.54,02,55,1,25
Air India,BLR,DEL,BLR → HYD → DEL,1,0,6781,03,3,1722.67,08,15,14,55
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,18,40,16,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,14053,9,3,2201.6,16,00,26,50
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10703,9,5,3022.67,20,25,13,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13727,15,5,2201.6,17,30,8,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7408,24,6,2201.6,13,00,8,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,20800,01,3,1971.87,14,05,21,20
Air India,DEL,COK,DEL → UDR → BOM → COK,2,0,11911,3,6,2229.75,13,20,18,20
Vistara,BLR,DEL,BLR → DEL,0,0,5403,3,4,1709.71,07,00,2,40
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,13469,6,6,3022.67,09,35,9,35
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,1,11270,6,6,2232.34,21,25,15,10
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6152,24,6,2077.09,20,45,9,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,12452,27,3,2201.6,08,00,20,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,15,5,2500.36,16,30,23,50
IndiGo,DEL,COK,DEL → HYD → COK,1,0,8216,18,5,2084.71,11,55,10,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13626,12,6,2500.36,06,30,13,20
Multiple carriers,DEL,COK,DEL → HYD → MAA → COK,2,0,7084,6,3,2292.07,07,05,14,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7575,9,5,2201.6,04,55,14,20
Air India,BLR,DEL,BLR → HYD → DEL,1,0,6781,03,3,1722.67,08,15,24,35
Jet Airways,BLR,DEL,BLR → DEL,0,1,6478,6,6,1709.71,07,10,3,0
SpiceJet,BOM,HYD,BOM → HYD,0,2,2385,15,3,623.54,05,45,1,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9385,18,5,2201.6,13,00,8,0
GoAir,BLR,DEL,BLR → DEL,0,0,5048,18,4,1709.71,07,45,2,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5058,12,6,2201.6,20,25,5,5
Multiple carriers Premium economy,DEL,COK,DEL → BOM → COK,1,0,11269,21,3,2201.6,06,00,7,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7363,9,4,2201.6,19,00,6,30
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,11762,9,3,2955.43,21,30,21,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15764,6,3,2201.6,15,05,13,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,12,6,2201.6,10,00,18,25
